Date,Close
2023-06-30,99.06
2023-07-03,99.15
2023-07-05,98.46
2023-07-06,96.2
2023-07-07,96.05
2023-07-10,99.13
2023-07-11,100.09
2023-07-12,101.14
2023-07-13,101.6
2023-07-14,101.61
2023-07-17,100.93
2023-07-18,100.76
2023-07-19,101.83
2023-07-20,100.88
2023-07-21,102.82
2023-07-24,102.78
2023-07-25,102.92
2023-07-26,101.73
2023-07-27,100.78
2023-07-28,101.25
2023-07-31,101.57
2023-08-01,101.26
2023-08-02,102.13
2023-08-03,102.33
2023-08-04,100.68
2023-08-07,101.74
2023-08-08,100.7
2023-08-09,99.92
2023-08-10,101.66
2023-08-11,100.99
2023-08-14,101.01
2023-08-15,100.04
2023-08-16,98.98
2023-08-17,96.57
2023-08-18,97.23
2023-08-21,96.46
2023-08-22,96.07
2023-08-23,95.18
2023-08-24,94.83
2023-08-25,95.48
2023-08-28,97.04
2023-08-29,99.15
2023-08-30,99.24
2023-08-31,97.44
2023-09-01,98.0
2023-09-05,96.84
2023-09-06,95.95
2023-09-07,95.1
2023-09-08,95.28
2023-09-11,95.67
2023-09-12,96.24
2023-09-13,96.93
2023-09-14,97.16
2023-09-15,96.23
2023-09-18,96.76
2023-09-19,95.29
2023-09-20,95.16
2023-09-21,93.1
2023-09-22,93.68
2023-09-25,92.74
2023-09-26,92.0
2023-09-27,91.17
2023-09-28,91.08
2023-09-29,91.27
2023-10-02,91.13
2023-10-03,89.48
2023-10-04,91.15
2023-10-05,92.37
2023-10-06,92.85
2023-10-09,92.68
2023-10-10,93.18
2023-10-11,91.95
2023-10-12,91.42
2023-10-13,91.48
2023-10-16,93.65
2023-10-17,94.18
2023-10-18,93.75
2023-10-19,94.42
2023-10-20,94.19
2023-10-23,94.2
2023-10-24,94.62
2023-10-25,94.0
2023-10-26,92.67
2023-10-27,92.02
2023-10-30,93.15
2023-10-31,92.24
2023-11-01,91.35
2023-11-02,100.01
2023-11-03,102.65
2023-11-06,104.03
2023-11-07,103.68
2023-11-08,104.3
2023-11-09,102.23
2023-11-10,104.33
2023-11-13,103.51
2023-11-14,105.6
2023-11-15,106.03
2023-11-16,107.21
2023-11-17,105.57
2023-11-20,104.3
2023-11-21,103.69
2023-11-22,103.44
2023-11-24,102.78
2023-11-27,102.36
2023-11-28,101.18
2023-11-29,99.85
2023-11-30,99.3
2023-12-01,99.2
2023-12-04,97.6
2023-12-05,95.54
2023-12-06,97.02
2023-12-07,96.44
2023-12-08,96.61
2023-12-11,98.12
2023-12-12,98.15
2023-12-13,98.11
2023-12-14,97.84
2023-12-15,96.75
2023-12-18,96.56
2023-12-19,97.72
2023-12-20,94.71
2023-12-21,95.33
2023-12-22,95.28
2023-12-26,95.67
2023-12-27,95.29
2023-12-28,95.93
2023-12-29,96.01
